190	94	128
190	192	338
191	15	63
191	18	205
191	21	97
191	71	229
191	86	292
191	95	37
191	161	48
192	16	47
192	95	154
192	101	107
192	132	189
192	183	334
192	184	335
193	45	304
193	97	300
193	174	139
193	209	79
193	232	224
194	63	4
194	85	216
194	90	301
194	197	33
194	214	95
195	18	279
195	74	301
195	102	63
195	122	46
196	31	312
196	32	95
196	183	303
196	200	232
197	34	105
197	103	82
197	110	1
197	155	267
198	107	327
198	113	196
198	135	92
198	186	84
199	75	149
199	145	29
199	207	59
199	211	256
